zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population
46349,STANDARD,0,Lake Village,,,IN,Newton County,America/Chicago,"219, 779, 815",NA,US,41.12,-87.45,3180
46350,STANDARD,0,La Porte,Laporte,,IN,LaPorte County,America/Chicago,"219, 269",NA,US,41.6,-86.71,39390
46352,PO BOX,0,La Porte,,,IN,La Porte County,America/Chicago,219,NA,US,41.6,-86.71,782
46355,PO BOX,0,Leroy,,,IN,Lake County,America/Chicago,219,NA,US,41.36,-87.27,138
46356,STANDARD,0,Lowell,,"Belshaw, Creston, Lake Dalecarlia, North Hayden",IN,Lake County,America/Chicago,"219, 779, 815",NA,US,41.29,-87.41,17920
46360,STANDARD,0,Michigan City,"Long Beach, Michiana Shores, Michiana Shrs, Pines, Potawatami Pk, Pottawattamie Park, Town Of Pines, Trail Creek",Mich City,IN,LaPorte County,America/Chicago,"219, 269",NA,US,41.71,-86.87,35670
46361,PO BOX,0,Michigan City,,,IN,La Porte County,America/Chicago,219,NA,US,41.71,-86.87,871
46365,STANDARD,0,Mill Creek,,,IN,LaPorte County,America/Chicago,"219, 574",NA,US,41.61,-86.55,1030
46366,STANDARD,0,North Judson,,,IN,Starke County,America/Indiana/Knox,"219, 574",NA,US,41.21,-86.77,5130
46368,STANDARD,0,Portage,Ogden Dunes,,IN,Porter County,America/Chicago,219,NA,US,41.58,-87.18,35810
46371,STANDARD,0,Rolling Prairie,Rolling Pr,,IN,LaPorte County,America/Chicago,"219, 574",NA,US,41.68,-86.6,3490
46372,PO BOX,0,Roselawn,,,IN,Newton County,America/Chicago,219,NA,US,41.14,-87.31,183
46373,STANDARD,0,Saint John,,St John,IN,Lake County,America/Chicago,219,NA,US,41.44,-87.47,18430
46374,STANDARD,0,San Pierre,,,IN,Starke County,America/Indiana/Knox,"219, 574",NA,US,41.21,-86.86,1040
46375,STANDARD,0,Schererville,,,IN,Lake County,America/Chicago,219,NA,US,41.48,-87.44,22940
46376,PO BOX,0,Schneider,,,IN,Lake County,America/Chicago,219,NA,US,41.19,-87.44,391
46377,PO BOX,0,Shelby,,,IN,Lake County,America/Chicago,219,NA,US,41.19,-87.35,430
46379,PO BOX,0,Sumava Resorts,Sumava Rsts,,IN,Newton County,America/Chicago,219,NA,US,41.17,-87.44,234
46380,PO BOX,0,Tefft,Wheatfield,,IN,Jasper County,America/Chicago,219,NA,US,41.19,-86.96,0
46381,STANDARD,0,Thayer,,,IN,Newton County,America/Chicago,219,NA,US,41.17,-87.33,230
46382,STANDARD,0,Union Mills,,Wellsboro,IN,LaPorte County,America/Chicago,"219, 574",NA,US,41.46,-86.81,2040
46383,STANDARD,0,Valparaiso,,Valpo,IN,Porter County,America/Chicago,219,NA,US,41.47,-87.05,35930
46384,PO BOX,0,Valparaiso,Valpo,,IN,Porter County,America/Chicago,219,NA,US,41.47,-87.05,540
46385,STANDARD,0,Valparaiso,Valpo,,IN,Porter County,America/Chicago,219,NA,US,41.46,-87.13,40610
46390,STANDARD,0,Wanatah,,"Haskells, South Wanatah, Thomaston",IN,LaPorte County,America/Chicago,219,NA,US,41.43,-86.88,2690
46391,STANDARD,0,Westville,Otis,,IN,LaPorte County,America/Chicago,219,NA,US,41.53,-86.9,6100
46392,STANDARD,0,Wheatfield,,,IN,Jasper County,America/Chicago,219,NA,US,41.19,-87.05,7370
46393,PO BOX,0,Wheeler,,,IN,Porter County,America/Chicago,219,NA,US,41.51,-87.18,340
46394,STANDARD,0,Whiting,,Robertsdale,IN,Lake County,America/Chicago,"219, 773, 872",NA,US,41.67,-87.48,9330
46401,PO BOX,0,Gary,,,IN,Lake County,America/Chicago,219,NA,US,41.59,-87.34,608
46402,STANDARD,0,Gary,,,IN,Lake County,America/Chicago,219,NA,US,41.6,-87.33,3480
46403,STANDARD,0,Gary,,,IN,Lake County,America/Chicago,219,NA,US,41.61,-87.26,8900
46404,STANDARD,0,Gary,,,IN,Lake County,America/Chicago,219,NA,US,41.58,-87.37,11800
46405,STANDARD,0,Lake Station,Gary,,IN,Lake County,America/Chicago,219,NA,US,41.57,-87.26,10030
46406,STANDARD,0,Gary,,Brunswick,IN,Lake County,America/Chicago,219,NA,US,41.6,-87.41,6500
46407,STANDARD,0,Gary,,,IN,Lake County,America/Chicago,219,NA,US,41.59,-87.34,6760
46408,STANDARD,0,Gary,,,IN,Lake County,America/Chicago,219,NA,US,41.55,-87.37,11740
46409,STANDARD,0,Gary,,,IN,Lake County,America/Chicago,219,NA,US,41.55,-87.32,5310
46410,STANDARD,0,Merrillville,Gary,,IN,Lake County,America/Chicago,219,NA,US,41.47,-87.32,33210
46411,PO BOX,0,Merrillville,Gary,,IN,Lake County,America/Chicago,219,NA,US,41.47,-87.32,751
46501,STANDARD,0,Argos,,,IN,Marshall County,America/Indiana/Indianapolis,574,NA,US,41.23,-86.24,3590
46502,PO BOX,0,Atwood,,,IN,Kosciusko County,America/Indiana/Indianapolis,574,NA,US,41.26,-85.98,200
46504,STANDARD,0,Bourbon,,,IN,Marshall County,America/Indiana/Indianapolis,574,NA,US,41.29,-86.11,3200
46506,STANDARD,0,Bremen,,,IN,Marshall County,America/Indiana/Indianapolis,574,NA,US,41.44,-86.15,9460
46507,STANDARD,0,Bristol,,,IN,Elkhart County,America/Indiana/Indianapolis,"269, 574",NA,US,41.72,-85.81,9160
46508,STANDARD,0,Burket,,,IN,Kosciusko County,America/Indiana/Indianapolis,574,NA,US,41.16,-85.97,241
46510,STANDARD,0,Claypool,,,IN,Kosciusko County,America/Indiana/Indianapolis,"260, 574",NA,US,41.12,-85.87,3160
46511,STANDARD,0,Culver,Burr Oak,Clvr Mil Acad,IN,Marshall County,America/Indiana/Indianapolis,574,NA,US,41.21,-86.42,3700
46513,PO BOX,0,Donaldson,,,IN,Marshall County,America/Indiana/Indianapolis,574,NA,US,41.36,-86.45,105
46514,STANDARD,0,Elkhart,,,IN,Elkhart County,America/Indiana/Indianapolis,"269, 574",NA,US,41.72,-85.98,38540
46515,PO BOX,0,Elkhart,,,IN,Elkhart County,America/Indiana/Indianapolis,574,NA,US,41.68,-85.96,1087
46516,STANDARD,0,Elkhart,,,IN,Elkhart County,America/Indiana/Indianapolis,574,NA,US,41.68,-85.96,29890
46517,STANDARD,0,Elkhart,,"Concord, Dunlap",IN,Elkhart County,America/Indiana/Indianapolis,574,NA,US,41.63,-86,21370
46524,STANDARD,0,Etna Green,,,IN,Kosciusko County,America/Indiana/Indianapolis,574,NA,US,41.27,-86.04,2040
46526,STANDARD,0,Goshen,Foraker,,IN,Elkhart County,America/Indiana/Indianapolis,574,NA,US,41.57,-85.83,30510
46527,PO BOX,0,Goshen,,,IN,Elkhart County,America/Indiana/Indianapolis,574,NA,US,41.57,-85.83,571
46528,STANDARD,0,Goshen,,,IN,Elkhart County,America/Indiana/Indianapolis,"260, 574",NA,US,41.6,-85.78,25450
46530,STANDARD,0,Granger,,,IN,St. Joseph County,America/Indiana/Indianapolis,"269, 574",NA,US,41.73,-86.13,31510
46531,STANDARD,0,Grovertown,,,IN,Starke County,America/Indiana/Knox,574,NA,US,41.36,-86.52,1370
46532,STANDARD,0,Hamlet,,,IN,Starke County,America/Indiana/Knox,"219, 574",NA,US,41.37,-86.58,1630
46534,STANDARD,0,Knox,Ober,"Bass Lake, Toto",IN,Starke County,America/Indiana/Knox,"219, 574",NA,US,41.29,-86.62,9640
46536,STANDARD,0,Lakeville,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.52,-86.27,2940
46537,PO BOX,0,Lapaz,La Paz,,IN,Marshall County,America/Indiana/Indianapolis,574,NA,US,41.46,-86.31,611
46538,STANDARD,0,Leesburg,,,IN,Kosciusko County,America/Indiana/Indianapolis,574,NA,US,41.32,-85.84,3980
46539,STANDARD,0,Mentone,,,IN,Kosciusko County,America/Indiana/Indianapolis,574,NA,US,41.17,-86.03,2120
46540,STANDARD,0,Middlebury,,,IN,Elkhart County,America/Indiana/Indianapolis,"260, 574",NA,US,41.67,-85.7,12380
46542,STANDARD,0,Milford,,,IN,Kosciusko County,America/Indiana/Indianapolis,574,NA,US,41.41,-85.84,4420
46543,STANDARD,0,Millersburg,,,IN,Elkhart County,America/Indiana/Indianapolis,"260, 574",NA,US,41.52,-85.69,4100
46544,STANDARD,0,Mishawaka,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.66,-86.16,28420
46545,STANDARD,0,Mishawaka,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.69,-86.15,21810
46546,PO BOX,0,Mishawaka,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.66,-86.16,484
46550,STANDARD,0,Nappanee,,,IN,Elkhart County,America/Indiana/Indianapolis,574,NA,US,41.44,-85.98,12380
46552,STANDARD,0,New Carlisle,,Hudson Lake,IN,St. Joseph County,America/Indiana/Indianapolis,"219, 269, 574",NA,US,41.7,-86.51,6100
46553,STANDARD,0,New Paris,,,IN,Elkhart County,America/Indiana/Indianapolis,574,NA,US,41.5,-85.82,3760
46554,STANDARD,0,North Liberty,,,IN,St. Joseph County,America/Indiana/Indianapolis,"219, 574",NA,US,41.53,-86.43,4160
46555,STANDARD,0,North Webster,,,IN,Kosciusko County,America/Indiana/Indianapolis,"260, 574",NA,US,41.32,-85.69,2730
46556,PO BOX,0,Notre Dame,,St Marys,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.7,-86.24,580
46561,STANDARD,0,Osceola,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.66,-86.07,13520
46562,STANDARD,0,Pierceton,Sidney,,IN,Kosciusko County,America/Indiana/Indianapolis,"260, 574",NA,US,41.19,-85.7,4300
46563,STANDARD,0,Plymouth,Inwood,,IN,Marshall County,America/Indiana/Indianapolis,574,NA,US,41.34,-86.31,21020
46565,STANDARD,0,Shipshewana,,,IN,LaGrange County,America/Indiana/Indianapolis,"260, 269, 574",NA,US,41.67,-85.57,8590
46567,STANDARD,0,Syracuse,,,IN,Kosciusko County,America/Indiana/Indianapolis,"260, 574",NA,US,41.42,-85.74,9160
46570,STANDARD,0,Tippecanoe,,,IN,Marshall County,America/Indiana/Indianapolis,574,NA,US,41.22,-86.1,1010
46571,STANDARD,0,Topeka,,,IN,LaGrange County,America/Indiana/Indianapolis,260,NA,US,41.53,-85.54,5860
46572,STANDARD,0,Tyner,,,IN,Marshall County,America/Indiana/Indianapolis,574,NA,US,41.41,-86.39,122
46573,STANDARD,0,Wakarusa,,,IN,Elkhart County,America/Indiana/Indianapolis,574,NA,US,41.53,-86.01,3690
46574,STANDARD,0,Walkerton,,,IN,St. Joseph County,America/Indiana/Indianapolis,"219, 574",NA,US,41.46,-86.48,7340
46580,STANDARD,0,Warsaw,,,IN,Kosciusko County,America/Indiana/Indianapolis,"260, 574",NA,US,41.23,-85.85,20010
46581,PO BOX,0,Warsaw,,,IN,Kosciusko County,America/Indiana/Indianapolis,574,NA,US,41.23,-85.85,835
46582,STANDARD,0,Warsaw,,,IN,Kosciusko County,America/Indiana/Indianapolis,574,NA,US,41.28,-85.85,13310
46590,STANDARD,0,Winona Lake,,,IN,Kosciusko County,America/Indiana/Indianapolis,574,NA,US,41.21,-85.81,4000
46595,PO BOX,0,Wyatt,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.53,-86.16,172
46601,STANDARD,0,South Bend,,"S Bend, So Bend",IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.67,-86.26,3810
46604,UNIQUE,1,South Bend,,Associate Corp,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.68,-86.25,0
46613,STANDARD,0,South Bend,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.66,-86.26,9760
46614,STANDARD,0,South Bend,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.6,-86.28,27600
46615,STANDARD,0,South Bend,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.67,-86.21,12520
46616,STANDARD,0,South Bend,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.7,-86.27,5260
46617,STANDARD,0,South Bend,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.68,-86.23,7740
46619,STANDARD,0,South Bend,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.66,-86.35,18590
46620,UNIQUE,1,South Bend,,Bendix Corp,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.68,-86.25,0
46624,PO BOX,0,South Bend,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.7,-86.25,378
46626,UNIQUE,0,South Bend,,South Bend Tribune,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.67,-86.26,0
46628,STANDARD,0,South Bend,,Lydick,IN,St. Joseph County,America/Indiana/Indianapolis,"269, 574",NA,US,41.72,-86.33,23900
46634,PO BOX,0,South Bend,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.67,-86.26,399
46635,STANDARD,0,South Bend,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.71,-86.2,5560
46637,STANDARD,0,South Bend,Roseland,,IN,St. Joseph County,America/Indiana/Indianapolis,"269, 574",NA,US,41.73,-86.24,12920
46660,PO BOX,0,South Bend,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.67,-86.26,300
46680,PO BOX,0,South Bend,,,IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.67,-86.26,245
46699,UNIQUE,0,South Bend,,"Business Reply, S Bend, So Bend, South Bend Brm",IN,St. Joseph County,America/Indiana/Indianapolis,574,NA,US,41.67,-86.26,0
46701,STANDARD,0,Albion,,"Bakertown, Bear Lake, Burr Oak, Green Center, High Lake, Merriam, Skinner Lake, Upper Long Lake",IN,Noble County,America/Indiana/Indianapolis,260,NA,US,41.39,-85.41,6890
46702,STANDARD,0,Andrews,,,IN,Huntington County,America/Indiana/Indianapolis,"260, 765",NA,US,40.85,-85.6,2040
46703,STANDARD,0,Angola,,"Berlien, Crooked Lake, Flint, Fox Lake, Glen Eden, Lake James, Metz, Nevada Mills, Scott, York",IN,Steuben County,America/Indiana/Indianapolis,"260, 419, 567",NA,US,41.64,-85,16020
46704,PO BOX,0,Arcola,,,IN,Allen County,America/Indiana/Indianapolis,260,NA,US,41.1,-85.29,183
46705,STANDARD,0,Ashley,,"Steuben, Steubenville",IN,DeKalb County,America/Indiana/Indianapolis,260,NA,US,41.52,-85.06,1570
46706,STANDARD,0,Auburn,,"Auburn Junction, Norland Park",IN,DeKalb County,America/Indiana/Indianapolis,260,NA,US,41.36,-85.05,18730
46710,STANDARD,0,Avilla,,,IN,Noble County,America/Indiana/Indianapolis,260,NA,US,41.36,-85.23,4380
46711,STANDARD,0,Berne,Linn Grove,,IN,Adams County,America/Indiana/Indianapolis,260,NA,US,40.65,-84.95,8180
46713,PO BOX,0,Bippus,,,IN,Huntington County,America/Indiana/Indianapolis,260,NA,US,40.94,-85.61,54
46714,STANDARD,0,Bluffton,,"Murray, North Oaks, Reiffsburg, Rockford, Toll Gate Heights, Travisville, Vera Cruz, Villa North",IN,Wells County,America/Indiana/Indianapolis,"260, 765",NA,US,40.74,-85.17,14120
46721,STANDARD,0,Butler,,"Artic, Moore, Newville",IN,DeKalb County,America/Indiana/Indianapolis,"260, 419, 567",NA,US,41.42,-84.87,4460
46723,STANDARD,0,Churubusco,,"Ari, Blue Lake, Eel River",IN,Whitley County,America/Indiana/Indianapolis,260,NA,US,41.23,-85.32,7340
46725,STANDARD,0,Columbia City,,"Big Lake, Coesse, Collins, Etna, Goose Lake, Laud, Loon Lake, Lorane, Ormas, Peabody, Raber, Thorncreek, Tri Lakes, Wilson Lake",IN,Whitley County,America/Indiana/Indianapolis,260,NA,US,41.15,-85.48,22720
46730,STANDARD,0,Corunna,,"Fairfield Center, Indian Lake",IN,DeKalb County,America/Indiana/Indianapolis,260,NA,US,41.43,-85.14,1270
46731,STANDARD,0,Craigville,,,IN,Wells County,America/Indiana/Indianapolis,260,NA,US,40.8,-85.09,620
46732,STANDARD,0,Cromwell,,"Enchanted Hills, Indian Village, Knapp Lake",IN,Noble County,America/Indiana/Indianapolis,"260, 574",NA,US,41.4,-85.61,2730
46733,STANDARD,0,Decatur,,"Barrington Woods, BO BO, Hondorus, Peterson, Sunny Acres, Yost Woods",IN,Adams County,America/Indiana/Indianapolis,"260, 419, 567",NA,US,40.83,-84.92,17470
46737,STANDARD,0,Fremont,,"Clear Lake, Long Lake, Otter Lake, Ray",IN,Steuben County,America/Indiana/Indianapolis,"260, 419, 517, 567",NA,US,41.73,-84.93,6550
46738,STANDARD,0,Garrett,,"Altona, Butler Center, Cedar Creek, Dutch Town, Keyser",IN,DeKalb County,America/Indiana/Indianapolis,260,NA,US,41.34,-85.12,7590
46740,STANDARD,0,Geneva,,Ceylon,IN,Adams County,America/Indiana/Indianapolis,260,NA,US,40.59,-84.95,4560
46741,STANDARD,0,Grabill,,,IN,Allen County,America/Indiana/Indianapolis,260,NA,US,41.21,-84.96,4410
46742,STANDARD,0,Hamilton,,"Alvarado, Circle Park, Clarks Landing, Cold Springs, Forest Park Beach, Island Park, Oakwood, Oakwood Shores, Otsego, Penn Park, Russels Point",IN,Steuben County,America/Indiana/Indianapolis,"260, 419, 567",NA,US,41.53,-84.91,3040
46743,STANDARD,0,Harlan,,,IN,Allen County,America/Indiana/Indianapolis,"260, 419, 567",NA,US,41.22,-84.83,2240
46745,STANDARD,0,Hoagland,,,IN,Allen County,America/Indiana/Indianapolis,260,NA,US,40.94,-85,1850
46746,STANDARD,0,Howe,,"Brighton, Lima",IN,LaGrange County,America/Indiana/Indianapolis,"260, 269, 517",NA,US,41.72,-85.42,3730
46747,STANDARD,0,Hudson,Helmer,"Gravel Beach, Salem Center",IN,Steuben County,America/Indiana/Indianapolis,260,NA,US,41.53,-85.08,2380
46748,STANDARD,0,Huntertown,,,IN,Allen County,America/Indiana/Indianapolis,260,NA,US,41.23,-85.16,7410
46750,STANDARD,0,Huntington,,"Bowerstown, Bracken, Goblesville, Mahon, Majenica, Mount Etna, Simpson, Toledo",IN,Huntington County,America/Indiana/Indianapolis,260,NA,US,40.88,-85.5,23620
46755,STANDARD,0,Kendallville,,"Allen, Cree Lake, Lisbon, Round Lake, Wakefield Village, Wayne Center",IN,Noble County,America/Indiana/Indianapolis,260,NA,US,41.44,-85.25,14030
46759,STANDARD,0,Keystone,,,IN,Wells County,America/Indiana/Indianapolis,"260, 765",NA,US,40.6,-85.18,530
46760,STANDARD,0,Kimmell,,Sparta,IN,Noble County,America/Indiana/Indianapolis,260,NA,US,41.35,-85.55,1140
46761,STANDARD,0,Lagrange,,"Brushy Prairie, Elmira, Fish Lake, Mount Pisgah, Mt Pisgah, Plato, Royer Lake, Valentine",IN,LaGrange County,America/Indiana/Indianapolis,260,NA,US,41.64,-85.41,12090
46763,STANDARD,0,Laotto,,Ege,IN,Noble County,America/Indiana/Indianapolis,260,NA,US,41.3,-85.2,1630
46764,STANDARD,0,Larwill,,Etna-Troy,IN,Whitley County,America/Indiana/Indianapolis,"260, 574",NA,US,41.17,-85.62,1320
46765,STANDARD,0,Leo,"Leo Cedarville, Leo Cedarvle","Cedar Canyon, Cedar Shores, Cedarville",IN,Allen County,America/Indiana/Indianapolis,260,NA,US,41.23,-85.04,5650
46766,STANDARD,0,Liberty Center,Liberty Ctr,,IN,Wells County,America/Indiana/Indianapolis,260,NA,US,40.69,-85.27,520
46767,STANDARD,0,Ligonier,,,IN,Noble County,America/Indiana/Indianapolis,"260, 574",NA,US,41.46,-85.59,8340
46769,PO BOX,0,Linn Grove,Berne,Linn Grv,IN,Adams County,America/Indiana/Indianapolis,260,NA,US,40.61,-84.97,0
46770,STANDARD,0,Markle,,,IN,Wells County,America/Indiana/Indianapolis,260,NA,US,40.82,-85.33,2600
46771,PO BOX,0,Mongo,,,IN,LaGrange County,America/Indiana/Indianapolis,260,NA,US,41.69,-85.3,168
46772,STANDARD,0,Monroe,,Coppess Corner,IN,Adams County,America/Indiana/Indianapolis,"260, 419, 567",NA,US,40.74,-84.94,3850
46773,STANDARD,0,Monroeville,Monroevl,"Boston Corner, Dixon, Tillman, Townley, Zulu",IN,Allen County,America/Indiana/Indianapolis,"260, 419, 567",NA,US,40.97,-84.86,3500
46774,STANDARD,0,New Haven,,"Gar Creek, Meadowbrook, Milan Center, New Haven Heights, Tanglewood, Thurman",IN,Allen County,America/Indiana/Indianapolis,260,NA,US,41.06,-85.02,16730
46776,STANDARD,0,Orland,,Wall Lake,IN,Steuben County,America/Indiana/Indianapolis,"260, 517",NA,US,41.73,-85.17,1470
46777,STANDARD,0,Ossian,,"Kingsland, Tocsin",IN,Wells County,America/Indiana/Indianapolis,260,NA,US,40.87,-85.16,6180
46778,PO BOX,0,Petroleum,,,IN,Wells County,America/Indiana/Indianapolis,260,NA,US,40.6,-85.16,121
46779,STANDARD,0,Pleasant Lake,,Golden Lake,IN,Steuben County,America/Indiana/Indianapolis,260,NA,US,41.58,-85.01,1920
46780,PO BOX,0,Pleasant Mills,Pleasant Mls,,IN,Adams County,America/Indiana/Indianapolis,260,NA,US,40.85,-84.86,22
46781,STANDARD,0,Poneto,,,IN,Wells County,America/Indiana/Indianapolis,"260, 765",NA,US,40.65,-85.22,870
46782,PO BOX,0,Preble,,,IN,Adams County,America/Indiana/Indianapolis,260,NA,US,40.83,-85.01,64
46783,STANDARD,0,Roanoke,,,IN,Huntington County,America/Indiana/Indianapolis,260,NA,US,40.96,-85.37,7450
46784,STANDARD,0,Rome City,,,IN,Noble County,America/Indiana/Indianapolis,260,NA,US,41.48,-85.35,2030
46785,STANDARD,0,Saint Joe,,St Joe,IN,DeKalb County,America/Indiana/Indianapolis,"260, 419, 567",NA,US,41.31,-84.9,1490
46786,PO BOX,0,South Milford,,,IN,LaGrange County,America/Indiana/Indianapolis,260,NA,US,41.53,-85.27,229
46787,STANDARD,0,South Whitley,,"Collamer, Luther, Tunker",IN,Whitley County,America/Indiana/Indianapolis,260,NA,US,41.08,-85.62,3600
46788,STANDARD,0,Spencerville,,Hurshtown,IN,Allen County,America/Indiana/Indianapolis,"260, 419, 567",NA,US,41.27,-84.92,3500
46789,PO BOX,0,Stroh,,Wildwood Landing,IN,Lagrange County,America/Indiana/Indianapolis,260,NA,US,41.58,-85.2,386
46791,STANDARD,0,Uniondale,,,IN,Wells County,America/Indiana/Indianapolis,260,NA,US,40.82,-85.24,870
46792,STANDARD,0,Warren,,"Buckeye, Dillman, Meth Mem Home, Methodist Mem Home, Methodist Memorial Home, Mount Zion, Pleasant Plain, Plum Tree, Salamonie",IN,Huntington County,America/Indiana/Indianapolis,"260, 765",NA,US,40.68,-85.42,3480
46793,STANDARD,0,Waterloo,,Sedan,IN,DeKalb County,America/Indiana/Indianapolis,260,NA,US,41.43,-85.02,3930
46794,STANDARD,0,Wawaka,Brimfield,"Brimfld, Cosperville, Diamond Lake, Waldron Lake",IN,Noble County,America/Indiana/Indianapolis,260,NA,US,41.48,-85.48,1220
46795,STANDARD,0,Wolcottville,,"Adams Lake, Lakeside, Pretty Lake, Shady Nook, Timberhurst, Witmer Manor, Woodland Park, Woodruff",IN,LaGrange County,America/Indiana/Indianapolis,260,NA,US,41.52,-85.36,5810
46796,PO BOX,0,Wolflake,,Wolf Lake,IN,Noble County,America/Indiana/Indianapolis,260,NA,US,41.34,-85.5,210
46797,STANDARD,0,Woodburn,,"Edgerton, Maumee",IN,Allen County,America/Indiana/Indianapolis,"260, 419, 567",NA,US,41.12,-84.85,3880
46798,STANDARD,0,Yoder,,,IN,Allen County,America/Indiana/Indianapolis,260,NA,US,40.93,-85.2,1250
46799,PO BOX,0,Zanesville,,,IN,Wells County,America/Indiana/Indianapolis,260,NA,US,40.91,-85.29,526
46801,PO BOX,0,Fort Wayne,,,IN,Allen County,America/Indiana/Indianapolis,260,NA,US,41.07,-85.13,44
46802,STANDARD,0,Fort Wayne,,Ft Wayne,IN,Allen County,America/Indiana/Indianapolis,260,NA,US,41.07,-85.17,7480
46803,STANDARD,0,Fort Wayne,,Ft Wayne,IN,Allen County,America/Indiana/Indianapolis,260,NA,US,41.07,-85.13,7810
